nombre_escuela,alcaldia,nivel,anio,matricula_inicial,desertores,tasa_desercion
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2007,617,11,0.0178
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2008,632,14,0.0222
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2009,590,9,0.0153
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2010,618,9,0.0146
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2011,586,7,0.0119
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2012,618,10,0.0162
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2013,614,9,0.0147
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2014,579,13,0.0225
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2015,607,10,0.0165
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2016,601,11,0.0183
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2017,648,13,0.0201
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2018,615,10,0.0163
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2019,627,9,0.0144
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2020,623,18,0.0289
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2021,634,12,0.0189
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2022,636,13,0.0204
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2023,603,7,0.0116
Escuela Secundaria Tecnica Vasco de Quiroga 04,La Magdalena Contreras,Secundaria,2024,610,12,0.0197
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2000,807,14,0.0173
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2001,726,17,0.0234
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2002,792,19,0.024
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2003,806,21,0.0261
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2004,750,19,0.0253
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2005,766,17,0.0222
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2006,781,12,0.0154
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2007,803,14,0.0174
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2008,821,14,0.0171
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2009,755,13,0.0172
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2010,814,11,0.0135
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2011,802,22,0.0274
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2012,778,14,0.018
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2013,785,12,0.0153
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2014,846,19,0.0225
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2015,757,12,0.0159
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2016,791,11,0.0139
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2017,752,16,0.0213
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2018,813,19,0.0234
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2019,788,15,0.019
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2020,792,25,0.0316
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2021,762,19,0.0249
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2022,784,15,0.0191
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2023,793,15,0.0189
Escuela Secundaria Tecnica Frida Kahlo 05,La Magdalena Contreras,Secundaria,2024,812,10,0.0123
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2000,1146,17,0.0148
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2001,1170,21,0.0179
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2002,1188,27,0.0227
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2003,1167,33,0.0283
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2004,1226,20,0.0163
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2005,1181,26,0.022
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2006,1156,13,0.0112
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2007,1256,19,0.0151
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2008,1220,27,0.0221
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2009,1162,32,0.0275
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2010,1195,24,0.0201
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2011,1139,13,0.0114
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2012,1187,29,0.0244
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2013,1131,23,0.0203
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2014,1203,30,0.0249
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2015,1238,25,0.0202
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2016,1200,20,0.0167
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2017,1164,20,0.0172
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2018,1167,22,0.0189
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2019,1207,22,0.0182
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2020,1214,31,0.0255
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2021,1243,35,0.0282
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2022,1196,18,0.0151
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2023,1213,29,0.0239
Escuela Secundaria Tecnica Octavio Paz 06,La Magdalena Contreras,Secundaria,2024,1239,28,0.0226
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2000,690,10,0.0145
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2001,671,18,0.0268
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2002,678,14,0.0206
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2003,661,19,0.0287
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2004,670,12,0.0179
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2005,709,13,0.0183
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2006,684,13,0.019
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2007,678,14,0.0206
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2008,696,12,0.0172
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2009,670,11,0.0164
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2010,658,9,0.0137
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2011,694,16,0.0231
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2012,707,7,0.0099
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2013,685,10,0.0146
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2014,694,12,0.0173
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2015,705,14,0.0199
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2016,654,10,0.0153
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2017,694,14,0.0202
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2018,666,9,0.0135
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2019,697,10,0.0143
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2020,662,17,0.0257
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2021,688,17,0.0247
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2022,685,13,0.019
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2023,685,14,0.0204
Escuela Secundaria Tecnica Jose Vasconcelos 07,La Magdalena Contreras,Secundaria,2024,693,14,0.0202
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2000,453,8,0.0177
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2001,449,11,0.0245
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2002,452,6,0.0133
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2003,456,12,0.0263
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2004,445,11,0.0247
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2005,464,11,0.0237
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2006,468,9,0.0192
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2007,448,9,0.0201
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2008,461,11,0.0239
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2009,427,6,0.0141
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2010,462,10,0.0216
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2011,448,9,0.0201
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2012,470,9,0.0191
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2013,481,13,0.027
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2014,463,11,0.0238
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2015,439,10,0.0228
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2016,483,7,0.0145
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2017,472,6,0.0127
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2018,453,8,0.0177
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2019,444,8,0.018
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2020,461,14,0.0304
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2021,445,13,0.0292
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2022,456,7,0.0154
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2023,465,10,0.0215
Escuela Secundaria Tecnica Miguel Hidalgo 08,La Magdalena Contreras,Secundaria,2024,461,10,0.0217
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2000,1063,27,0.0254
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2001,989,21,0.0212
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2002,994,27,0.0272
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2003,1028,19,0.0185
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2004,1011,21,0.0208
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2005,1046,14,0.0134
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2006,1074,23,0.0214
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2007,1076,28,0.026
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2008,1031,24,0.0233
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2009,1018,18,0.0177
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2010,1086,18,0.0166
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2011,1045,17,0.0163
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2012,1020,18,0.0176
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2013,1087,23,0.0212
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2014,1070,13,0.0121
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2015,1046,19,0.0182
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2016,1062,31,0.0292
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2017,973,21,0.0216
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2018,1119,20,0.0179
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2019,1056,24,0.0227
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2020,985,28,0.0284
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2021,1029,37,0.036
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2022,1049,18,0.0172
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2023,1084,23,0.0212
Escuela Secundaria Tecnica Moctezuma 09,La Magdalena Contreras,Secundaria,2024,1087,30,0.0276
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2000,647,10,0.0155
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2001,619,15,0.0242
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2002,638,10,0.0157
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2003,631,17,0.0269
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2004,634,12,0.0189
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2005,650,14,0.0215
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2006,661,15,0.0227
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2007,652,17,0.0261
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2008,630,11,0.0175
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2009,611,11,0.018
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2010,612,13,0.0212
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2011,627,15,0.0239
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2012,654,12,0.0183
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2013,659,13,0.0197
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2014,607,9,0.0148
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2015,628,12,0.0191
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2016,635,11,0.0173
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2017,655,15,0.0229
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2018,633,10,0.0158
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2019,670,20,0.0299
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2020,629,20,0.0318
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2021,645,20,0.031
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2022,630,9,0.0143
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2023,628,11,0.0175
Escuela Secundaria Tecnica Heroes de Chapultepec 10,La Magdalena Contreras,Secundaria,2024,646,15,0.0232
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2000,1867,63,0.0337
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2001,1807,55,0.0304
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2002,1740,56,0.0322
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2003,1955,48,0.0246
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2004,1843,61,0.0331
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2005,1852,56,0.0302
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2006,1830,51,0.0279
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2007,1849,55,0.0297
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2008,1790,52,0.0291
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2009,1945,54,0.0278
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2010,1790,52,0.0291
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2011,1821,44,0.0242
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2012,1871,50,0.0267
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2013,1830,55,0.0301
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2014,1781,40,0.0225
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2015,1906,42,0.022
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2016,1816,41,0.0226
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2017,1845,58,0.0314
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2018,1880,74,0.0394
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2019,1937,50,0.0258
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2020,1810,95,0.0525
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2021,1940,85,0.0438
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2022,1886,58,0.0308
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2023,1800,54,0.03
Preparatoria Benito Juarez Plantel 01,La Magdalena Contreras,Preparatoria,2024,1889,49,0.0259
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2000,1802,58,0.0322
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2001,1898,44,0.0232
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2002,1840,56,0.0304
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2003,1871,51,0.0273
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2004,1835,60,0.0327
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2005,1858,67,0.0361
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2006,1788,54,0.0302
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2007,1833,53,0.0289
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2008,1872,56,0.0299
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2009,1783,60,0.0337
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2010,1876,67,0.0357
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2011,1885,54,0.0286
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2012,1835,62,0.0338
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2013,1806,47,0.026
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2014,1863,44,0.0236
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2015,1872,59,0.0315
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2016,1840,65,0.0353
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2017,1919,51,0.0266
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2018,1894,63,0.0333
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2019,1864,52,0.0279
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2020,1800,71,0.0394
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2021,1803,82,0.0455
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2022,1851,59,0.0319
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2023,1938,59,0.0304
Preparatoria Sor Juana Plantel 02,La Magdalena Contreras,Preparatoria,2024,1935,54,0.0279
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2000,1085,35,0.0323
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2001,1118,38,0.034
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2002,1177,36,0.0306
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2003,1144,39,0.0341
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2004,1158,40,0.0345
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2005,1116,31,0.0278
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2006,1088,31,0.0285
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2007,1125,33,0.0293
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2008,1146,36,0.0314
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2009,1128,35,0.031
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2010,1159,31,0.0267
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2011,1164,32,0.0275
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2012,1182,36,0.0305
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2013,1137,25,0.022
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2014,1158,35,0.0302
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2015,1143,33,0.0289
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2016,1159,38,0.0328
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2017,1156,40,0.0346
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2018,1116,30,0.0269
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2019,1155,37,0.032
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2020,1160,42,0.0362
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2021,1102,45,0.0408
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2022,1083,33,0.0305
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2023,1143,30,0.0262
Preparatoria Nezahualcoyotl Plantel 03,La Magdalena Contreras,Preparatoria,2024,1128,34,0.0301
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2000,1648,37,0.0225
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2001,1696,52,0.0307
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2002,1721,47,0.0273
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2003,1726,50,0.029
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2004,1636,58,0.0355
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2005,1684,61,0.0362
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2006,1676,55,0.0328
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2007,1721,49,0.0285
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2008,1689,51,0.0302
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2009,1715,43,0.0251
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2010,1705,57,0.0334
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2011,1642,43,0.0262
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2012,1594,60,0.0376
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2013,1643,58,0.0353
Preparatoria Vasco de Quiroga Plantel 04,La Magdalena Contreras,Preparatoria,2014,1671,57,0.0341
